# CONCEPTICON
# Created by: QLC Research Group
# Created on: 2014-05-08 10:17

OMEGAWIKI	SEEALSO	GLOSS	ALIAS	DEFINITION	POS	WOLD
1287831	5489	HERE	-	at this place	Function word	24.09
899362	-	HERMIT	-	A religious recluse; someone who lives alone for religious reasons.	Noun	19.99924
342235	-	HERON	-	A long-legged, long-necked wading bird of the family Ardeidae.	Noun	3.583
5581	470951	HEY!	-	Expression of greeting used by two or more people who meet each other.	Function word	24.99904
1339563	-	HICCOUGH	-	To have spasms of the diaphragm.	Verb	4.521
1505751	-	HIDE	-	Skin of an animal.	Noun	4.12
161806	-	HIDE	-	To put something in a place where it will be harder to discover or out of sight.	Verb	12.27
639674	-	HIEROGLYPH	-	A character from a logographic or partly logographic writing system.	Noun	18.99902
639710	-	HIEROGLYPHICS	-	A writing system used by the Ancient Egyptians, that contained a combination of logographic and alphabetic elements.	Noun	18.99902
5562	335942;342616	HIGH	-	Having relatively great height.	Adjective	12.31
1769	-	HIGH TIDE	-	The level of water when the tide is at its highest level.	Noun	1.354
1772	-	HILL	-	A natural elevation of the land surface, usually rounded.	Noun	1.22
707216	-	HIP	-	The outward-projecting parts of the pelvis and top of the femur and the overlying tissue.	Noun	4.463
362921	-	HIRE	-	To hold under a lease or rental agreement of goods and services.	Verb	11.77
6044	6452;7238	HIT	-	To give one blow or more with a swift movement.	Verb	9.21
1510442	-	HOCCO	-	A bird, the crested curassow or royal pheasant.	Noun	3.99918
505901	-	HOCKEY	-	Game in which two teams of six players hit a puck with a curved stick, and shoot it in the net, which means that team scores.	Noun	19.99925
1506109	-	HOE	-	tool with handle and blade with two or more prongs used for weeding, raking, etc.	Noun	8.25
6060	-	HOLD	-	To grasp or grip (particularly with the hand) so that the object does not end up at the surface below.	Verb	11.15
6857	-	HOLE	-	A, often round, piece of nothingness in some solid.	Noun	12.85
5833	-	HOLIDAY	-	A day on which work is suspended by law or custom, such as a religious festival, bank holiday, etc.	Noun	22.99906
1101921	-	HOLLOW OUT	-	To make a hole in something.	Verb	9.461
700133	-	HOLY	-	Consagrado a una deidad y objeto de culto.	Adjective	22.19
404630	-	HONEY	-	A viscous, sweet substance produced from nectar or honeydew by bees.	Noun	5.84
461013	-	HOOK	-	A rod bent into a curved shape, for catching, holding, or sustaining anything.	Noun	12.75
475239	-	HOPE	-	To want something to happen.	Verb	16.63
5981	-	HORN	-	A hard growth of keratin that protrudes from the top of the head of certain animals.	Noun	4.17
401769	-	HORN	-	A wind instrument made of a wound copper tube with a wide sound bucket and valves.	Noun	18.73
1780	-	HORSE	-	A large animal with four legs of the Equus caballus species which people ride on or use for carrying things or pulling vehicles.	Noun	3.41
1782	-	HOSPITAL	-	A place where people who are ill or injured are treated and taken care of by doctors and nurses.	Noun	23.2
638743	-	HOST	-	A person or organization responsible for running an event.	Noun	19.57
5637	-	HOT	-	Having a high temperature.	Adjective	15.85
5874	-	HOUR	-	A time period of sixty minutes; one twenty-fourth of a day.	Noun	14.51
5517	638769	HOUSE	-	The abode of a human being, their place of residence.	Noun	7.12
5494	-	HOW	-	In what way.	Function word	17.61
353440	-	HOW MANY	-	Which quantity?	Function word	17.62
158133	353440	HOW MUCH	-	In what amount.	Function word	17.63
158088	-	HOWL	-	The protracted, mournful cry of a dog or a wolf.	Verb	18.19
2234	-	HUMAN BEING	-	A member of the human species.	Noun	-
652702	-	HUMMING BIRD	-	A small bird in the family Trochilidae.	Noun	3.99919
383336	-	HUNGARIAN	-	A person of Hungarian nationality.	Noun	2.99907
6046	-	HUNT	-	To chase down prey and (usually) kill it.	Verb	20.61
341511	341518	HURRY	-	To move or do something at a fast pace.	Verb	14.23
5432	-	HUSBAND	-	The male partner in a marriage.	Noun	2.31
691328	952129	HUT	-	Construcci\xc3\xb3n de paque\xc3\xb1as dimensiones hecha de madera, ca\xc3\xb1a, paja, etc., usada como habitaci\xc3\xb3n o como refugio de animales.	Noun	7.13
863202	-	HYMN	-	A song of praise or worship.	Noun	22.99907
5450	-	I	-	The speaker or writer referring to himself or herself alone.	Function word	2.91
1510446	-	IBIS	-	Any of various long-legged wading birds with long downcurved bills used to probe the mud for prey; belonging to the family Threskiornithidae.	Noun	3.9992
1837	-	ICE	-	The dense substance formed by the freezing of water to the solid state; it commonly occurs in the form of hexagonal crystals.	Noun	1.77
6580	-	IDEA	-	A plan or notion that is formed and exists in the mind as a result of mental activity.	Noun	17.19
871642	-	IDOL	-	A representation of a deity, notably a statue or a statuette.	Noun	22.37
6076	1393788	IF	-	[The introduction of a condition or decision.]	Function word	17.53
647456	-	IGUANA	-	(Iguanidae)A lizard family.	Noun	3.99921
7800	-	ILL	SICK	Whose health is altered.		Adjective	4.84
1229900	-	IMITATE	-	To follow as a model or a pattern.	Verb	17.172
904194	-	IMMEDIATELY	-	In an immediate manner; instantly or without delay.	Function word	14.19
6077	-	IN	-	Contained or encased by.	Function word	12.012
8160	-	IN FRONT OF	-	In front of in space	Function word	12.041
714063	-	IN VAIN	-	Without success, without the desired effect.	Adverb	16.99902
5733	-	INDIA	-	A country in South Asia, with the capital New Delhi.	Noun	19.99907
872499	-	INITIATION CEREMONY	-	A formal entry into an organization or position or office.	Noun	22.51
743982	-	INJECTION	-	A method of putting liquid into the body with a hollow needle and a syringe which is pierced through the skin long enough for the material to be forced into the body.	Noun	23.23
1092621	-	INJURE	-	To cause physical harm to a living creature.	Verb	11.28
1162733	-	INNOCENT	-	Not guilty.	Adjective	21.36
1959	-	INSECT	-	A class of the Arthropoda typically having a segmented body with an external chitinous covering, a pair of compound eyes, a pair of antennae, three pairs of mouthparts, and two pairs of wings.	Noun	3.81
6571	-	INSIDE	-	Within the confines of a building.	Function word	12.05
516310	-	INTENTION	-	An anticipated outcome that is intended to obtain or that guides your planned actions.	Noun	17.41
950344	-	INTESTINES	-	The alimentary canal of an animal through which food passes after having passed all stomachs.	Noun	4.461
6588	8488;6581;1200495	INVITE	-	To request or ask for the presence or participation of someone.	Verb	19.565
2024	-	IRON	-	A malleable ductile silvery-white ferromagnetic metallic element with symbol Fe and atomic number 26, occurring principally in haematite and magnetite. It is widely used for structural and engineering purposes.	Noun	9.67
1296409	-	IRRIGATED PADDY FIELD	-	A flooded field where rice is grown.	Noun	-
2031	-	ISLAND	-	A land mass, especially one smaller than a continent, entirely surrounded by water.	Noun	1.25
1370660	-	IT	-	An inanimate object, an animate object of unspecified sex, or a subject that is previously mentioned.	Function word	2.933
1311851	-	ITCH	-	An unpleasant sensation on the skin that provokes the desire to scratch.	Noun	4.854
1312155	-	ITCH	-	To feel the need to scratch.	Verb	4.99914
1312191	-	ITCHY	-	Having a sensation that provokes the need to scratch.	Adjective	-
1510450	-	JABIRU	-	A species of bird Jabiru mycteria in the monotypic genus Jabiru, of the stork family Ciconiidae, endemic to the Americas.	Noun	3.99922
535205	-	JADE	-	A semiprecious stone either nephrite or jadeite, generally green or white in color, often used for carving figurines.	Noun	1.99905
5513	-	JAGUAR	-	A carnivorous spotted large cat native to South and Central America.	Noun	3.9
348120	-	JAW	-	Either of the two opposable structures forming, or near the entrance to, the mouth.	Noun	4.207
980918	-	JEALOUSY	-	A jealous feeling, disposition, state, or mood.	Noun	16.44
6252	-	JELLY	-	A sweet, gelatinous substance (made from fruit juice, sugar and pectin) that is commonly spread on bread and toast.	Noun	5.99912
441479	441485	JEWEL	-	A precious stone such as a diamond, a sapphire or an agate.	Noun	6.72
7069	-	JOIN	-	To join or unite, as one thing to another, or as several particulars, so as to increase the number, augment the quantity, enlarge the magnitude, or so as to form into one aggregate; to sum up; to put together mentally, as, to add numbers; to add up a column.	Verb	12.22
6683	-	JOINT	-	The point where two components of a structure merge rigidly.	Noun	-
7971	-	JOKE	-	Something said or done for amusement.	Noun	18.99903
365034	510417	JUDGE	-	A person who decides the fate of someone or something that has been called into question.	Noun	21.18
4571	-	JUDGMENT	-	The official and authentic decision of a court of justice upon the respective rights and claims of the parties to an action or suit therein litigated and submitted to its determination, the final decision of the court resolving the dispute and determining the rights and obligations of the parties.	Noun	21.17
1505778	-	JUG	-	A container for holding and pouring liquids with a handle and a spout.	Noun	5.34
6249	-	JUICE	-	The liquid that is produced by squeezing or crushing fruits or vegetables.	Noun	-
7622	-	JUMP	-	To propel oneself rapidly upward such that momentum causes the body to become airborne.	Verb	10.43
1355026	-	KANGAROO	-	A marsupial from the family Macropodidae having powerful hind legs and large feet for leaping.	Noun	3.88
6163	-	KEEP	-	To retain possession of something.	Verb	11.17
361382	-	KETTLE	-	A metal container used to boil any kind of liquid.	Noun	5.27
6149	-	KEY	-	An object designed to be able to open (and usually close) a lock.	Noun	7.24
500899	-	KICK	-	To strike somebody or something with the foot.	Verb	10.431
914854	-	KID	-	A young goat.	Noun	3.38
155634	-	KIDNEY	-	An organ in the body that produces urine.	Noun	4.451
6023	-	KILL	-	To put to death; to end a life.	Verb	4.76
6303	-	KING	-	A male member of a Royal Family and supreme ruler of his nation.	Noun	19.32
654563	-	KINGFISHER	-	(Alcedo atthis) Colourful fish eating bird.	Noun	3.99923
158442	-	KISS	-	To touch with the lips to express love or affection.	Verb	16.29
1505815	-	KNEAD	-	To press a dough many times with one&#039;s hands.	Verb	5.54
5918	-	KNEE	-	In man, the joint in the middle part of the leg.	Noun	4.36
1120420	-	KNEEL	-	To go down on one or both knees.	Verb	10.412
5873	-	KNIFE	-	A utensil consisting of a sharpened piece of hard material such as steel or other metal, ceramic, glass or stone, usually attached to a handle, that is formed in a manner that allows for cutting softer materials, especially meat or other food.	Noun	5.38
1539808	-	KNIFE	-	knife for preparing food	Noun	9.23
342406	-	KNOT	-	A loop of string or any other long flexible material which cannot be untied without pulling part of the string through the loops.	Noun	9.192
6004	710114	KNOW	-	To be certain or sure about something.	Verb	17.17
1043887	-	KOHLRABI	-	Cultivar of cabbage (Brassica oleracea var. Gongylodes) that is grown for its swollen, edible stem rather than its leaves.	Noun	8.99924
6099	-	LADDER	-	A frame usually portable, of wood, metal, or rope, for ascent and descent, consisting of two vertical side pieces to which are horizontally fastened cross strips or rounds forming steps.	Noun	7.37
2058	-	LAGOON	-	A body of water cut off from the open sea by coral reefs or sand bars.	Noun	1.341
2061	-	LAKE	-	An enclosed body of water, usually but not necessarily fresh water, from which the sea is excluded.	Noun	1.33
352601	-	LAMB	-	Young sheep.	Noun	3.29
1510490	-	LAME	-	Moving with pain or difficulty on account of injury, defect or temporary obstruction of a function.	Adjective	4.94
2062	-	LAMP	-	A device that produces light, such as an electric lamp.	Noun	7.45
2063	-	LAND	-	A specified geographical tract of the Earth&#039;s surface including all its attributes, comprising its geology, superficial deposits, topography, hydrology, soils, flora and fauna, together with the results of past and present human activity, to the extent that these attributes exert a significant influence on the present and future land utilization.&#10;(Source: WHIT)	Noun	1.21
846608	-	LAND	-	To descend to a surface, especially from the air.	Verb	10.92
5713	5442	LANGUAGE	-	A system of communication using the spoken or signed word or using symbols that represent words, signs or sounds.	Noun	18.24
7919	-	LAP	-	The area encompassing the upper thigh, hip and buttocks on one side of a human, primate, or quadruped animal, especially one that is able to sit on its hindquarters.	Noun	4.99907
1223914	-	LARCH	-	A coniferous  tree, of genus Larix, having deciduous leaves	Noun	8.991
1510846	-	LASSO	-	A long rope with a sliding loop on one end, generally used in ranching to catch cattle and horses.	Noun	8.29
6337	-	LAST	-	After all the others.	Function word	13.35
533044	-	LAST	-	To endure, continue over time.	Verb	14.252
154705	154699	LATE	-	After the expected or usual time.	Function word	14.17
5876	-	LAUGH	-	To express pleasure, mirth or derision by peculiar movement of the muscles of the face, particularly of the mouth, causing a lighting up of the face and eyes, and usually accompanied by the emission of explosive or chuckling sounds from the chest and throat.	Verb	16.25
4549	-	LAW	-	A body of rules of action or conduct prescribed by a legislative authority, and having binding legal force.	Noun	21.11
350379	-	LAWYER	-	A professional person who advises or represents others in legal matters as a profession.	Noun	21.99901
360349	-	LAYMAN	-	A person who has not been consecrated as a priest.	Noun	19.99926
6424	-	LAZY	-	Unwilling to do work or make an effort.	Adjective	4.92
2119	-	LEAD	-	A heavy toxic bluish-white metallic element with symbol Pb and atomic number 82 that is highly malleable; occurs principally as galena and is used in alloys, accumulators, cable sheaths, paints, and as a radiation shield.	Noun	9.68
471268	-	LEAD	-	To be ahead of others, e.g., in a race.	Verb	10.64
2124	-	LEAF	-	The main organ of photosynthesis and transpiration in higher plants, usually consisting of a flat green blade attached to the stem directly or by a stalk.	Noun	8.56
157124	-	LEARN	-	To acquire, or attempt to acquire knowledge or an ability to do something.	Verb	17.24
